"","X1A","X1B","X1C","X1D","X2A","X2B","X2C","X2D","X3A","X3B","X3C","X3D","X4A","X4C","X4D","X5A","X5C","X5D","X6A","X6B","X6C","X6D"
"ENSMUSG00000001946",5.53980548645848,5.74180123489165,5.44565719791527,5.7393037718631,6.06442962863641,6.11295367061537,5.83306680281367,5.86316425373457,6.03005939582931,6.64596520809688,6.11608713562736,6.32846329004851,6.01983814175109,5.99532517273095,7.0914507787288,6.20451994282989,6.08721467323527,6.65702364940186,5.70397737344799,6.28054739799529,6.42218440179195,6.02905953194769
"ENSMUSG00000002032",6.82463201122657,7.22675053287895,7.19258304558943,7.07170085459391,7.43877892710023,7.53514232564341,7.13387134835296,7.38668557257675,7.61851252429241,7.93019573830513,7.48030816587905,7.30803577642399,7.46109355066736,7.31178850867787,7.66327998401416,7.49182784426046,7.11760441985661,6.95549724105314,7.28675200929937,5.96325146783115,7.37093591097334,7.23102545286365
"ENSMUSG00000002083",5.38122122227853,5.11927188637155,5.41774995541128,5.7393037718631,5.4902058345796,5.61643324213626,4.8863058960907,5.90614559523762,5.28349607726537,3.82979941181621,5.50434491576513,5.41180603327752,5.20221982808178,5.1693095450965,4.66492433667975,5.29602035258022,5.40202253966105,3.54909981972741,5.43671325998504,5.44297751041235,5.90283107379159,5.44173949477497
"ENSMUSG00000002325",6.27638063491466,6.44741993715238,6.47035168829261,6.49209070513585,6.67358315875368,6.6016539964811,6.68267123197981,6.2774588509583,6.26485562743882,7.05739673571225,7.01942240376961,7.03069527260953,6.98682400128313,6.89977465187839,7.32862302458861,6.85629215823677,6.92759705026705,7.23721297112713,6.80826209041233,6.38613638993146,7.10442598962942,6.90566852686743
"ENSMUSG00000002346",8.45782154834042,8.23395915966051,8.69160386681132,8.69496515381282,8.41152501272724,8.59046934906476,8.69217222113716,8.75283509148915,8.14956351182067,9.45796818363536,8.71747765205174,8.69853910284896,8.49619644143886,8.87698672221749,8.65971708459502,8.62004744468022,8.81020823319887,9.08114165482721,8.5998516549886,7.58687442176885,8.85386147950044,8.92929633892527
"ENSMUSG00000002504",7.46982265743479,7.41819113759961,7.19258304558943,7.64953518368252,7.36377308972132,7.39600405576991,7.2138037499773,7.51718025372091,7.52468109115825,7.21010634104925,7.55031271063977,7.7407586830314,7.59713149857655,7.50227873099707,8.18341512104034,7.60963743018089,7.723231684305,8.49751036887481,7.49847702245822,7.97993616650054,7.32681413119496,7.80888569398212
"ENSMUSG00000002831",3.65790795824474,3.45974127139368,1.80933939072815,4.23288825538058,4.58934646454628,5.31313373911904,4.08763220224076,4.2174396453834,4.54065489896217,6.32763409432521,6.35389178788844,6.53854662395231,6.20159213139049,5.93314361517979,6.73597748200299,4.58332999025622,5.89287748744122,5.72089865279352,5.10841726105932,5.66062433217116,5.69639079664666,5.2248686757408
"ENSMUSG00000002835",5.88537231209839,5.98901993776632,5.389292213788,6.34186732517768,6.40092096230654,5.97753309554252,6.12060039909186,6.54556908021334,6.23356362732129,8.06092584033986,6.20558379137704,6.43732559010598,5.93107408852566,5.62761496599296,6.23758379884097,6.02530704962786,5.77469298057255,5.90399238905491,6.35929374920654,7.38769296833487,6.01830299102107,6.05561739935701
"ENSMUSG00000002881",8.80259129960667,8.77265440939801,8.66217196413239,8.645938135151,8.90039238155352,8.81563997991943,8.77731741017067,8.82180298395477,8.93481360293577,8.81526542407672,8.8088503805817,8.87147752891163,9.0002507957042,8.67016091923442,9.45861946745334,9.11442686468955,8.80015953701122,9.26809591513058,8.98329600829723,8.86099236647411,8.90577325323088,8.74576462691011
"ENSMUSG00000002900",10.4735348595793,10.2423234828374,10.3720092042203,10.496872004628,10.1511086110209,10.1055108012705,10.280121959529,10.3207504332373,10.1717768010343,10.2454215623866,10.218654676034,10.2245891112578,10.1842975420941,10.263328791146,9.83302216385978,10.0980841419419,10.3643283854886,10.2814760188025,10.2735166147135,10.7949018845734,10.1264458250697,10.2673106571747
"ENSMUSG00000002997",12.1684992225346,11.8314497962595,12.0410099674573,12.0370319991395,11.6033785813708,11.5391493280065,11.7824176046365,11.8361290272112,11.8680905498189,11.7015936742544,11.4999468450981,11.6492834317118,11.833398118231,11.7286065846084,11.0833003485303,11.6846880814042,11.9040983819348,11.7583024734499,11.997691213676,12.0314153365013,11.667413908324,11.7087134056395
"ENSMUSG00000003038",8.550177558324,8.81732348247871,8.41639728415232,8.43124958946603,8.33013319428549,8.53124804992505,8.11689456067524,8.38616879708794,8.57482065292686,9.83208848929628,8.13270736447784,8.54156664842212,8.37944016380099,8.24034380103169,8.17668105390413,8.2902399977723,8.10833427666416,8.15326098173823,8.28212489869368,9.66334578435272,8.23429000331071,8.25514888732742
"ENSMUSG00000003273",10.0280516222412,10.0413148899154,10.026529180218,9.99536334031768,9.92357472349565,9.83622840449865,9.79250525099339,9.86310583737831,9.80484060939759,9.81895161590885,9.67560514651364,9.61572936972489,9.4104854289256,9.70296076880668,8.98286291998448,9.48965091069395,9.59998552708896,9.46669859966582,9.80550633499576,9.65703060125392,9.73565701943697,9.6643588871522
"ENSMUSG00000003348",4.71048938553262,5.35788431228397,5.60263312071275,5.37681815469858,5.77708022742356,6.04683173015296,5.35772756136532,5.49206898927677,5.48295404294112,5.5628001592947,5.04272132684777,5.41180603327752,5.20221982808178,5.23950229862538,5.23080412080474,5.71942797074519,5.50459575345862,4.96956076601443,5.31420728966294,3.80595529224117,6.04032833367798,5.02434060024109
"ENSMUSG00000003378",10.8126500173808,11.1636756579635,10.9782658712918,11.1776527911869,10.8696054063335,11.0751010387856,10.9341865769566,11.3067153729367,11.1153770878334,11.3044827893519,10.9851448838075,11.073568738753,11.1764550275189,11.1333327270156,10.9355654852795,10.9170674344491,10.8631422125507,10.9088546622631,10.7832110433313,10.9706899647963,10.9147369469667,10.8869679435821
"ENSMUSG00000003526",6.72248101522244,6.91920103698618,6.79716836020501,6.80444087023736,7.44788629682012,7.35560678063911,7.51362458743155,7.40178170069878,6.76912037995371,8.21328136990475,8.2340289584828,8.22060616527313,7.41273946903046,7.78643521145251,8.22317249448546,7.11724980442668,7.71790382995226,7.54349521518639,6.98932232188227,7.74608236917232,7.89675568055242,7.75318370856057
"ENSMUSG00000003545",6.79976430887965,6.9042196160671,7.35590734647354,6.86689897039529,6.61009507482918,7.03587920421698,6.39983721231058,6.73628235597102,7.26321276581169,6.73817396419058,5.87550317888711,6.28250918023313,7.36270835744745,7.15717174797451,6.78992389992785,7.46080840574149,7.33503616523239,6.17730386925084,7.11390666153799,7.10797810725072,6.47165145764745,6.83076426536193
"ENSMUSG00000003992",10.8660318567313,10.5805989594246,10.7128647608458,10.5681539552212,10.794842601809,10.6107283181112,10.8651397640554,10.5732997397835,10.6562563569338,10.6157803040783,10.7502847921624,10.6008343722693,10.7112874237577,10.8055037821239,10.2487347294424,10.6968213068133,10.54892851538,10.2245251697765,10.6885195869548,10.1581359967798,10.7432278087478,10.5755901970871
"ENSMUSG00000004040",9.13385658663191,9.19509688761444,9.08447771124498,9.19846661417046,8.98416054047761,8.95285239602888,9.05971721378515,9.14925616679457,9.0335039607797,8.85699409137269,8.83993036564047,8.84800544031754,9.0138219704017,8.906952306142,8.55456115015518,8.99500866352809,9.06852687472365,9.14163883449155,8.98580664004312,9.10630687021172,9.01547026849414,9.01298982059405
"ENSMUSG00000004328",4.71048938553262,5.63695838919233,4.99515664999853,5.53904915017286,6.41955824754815,6.29487472714365,6.09670423955025,5.86316425373457,6.01173040724184,1.40731914600919,7.31318363525051,6.78916601669886,6.52339465416068,6.33693951070921,6.75418467794538,5.18651992716032,6.22879383253622,4.96956076601443,5.70397737344799,0,6.29970465481388,6.78388095141838
"ENSMUSG00000004360",11.0266909712718,10.8417082106349,11.0316031281166,10.9563904094782,11.0335963209037,10.9517968394868,11.039000889896,10.8927027853555,10.8020354457775,10.5897189418529,11.0763523616667,11.2577780371476,11.0510905082494,11.1887166363047,11.7320217706166,11.0751963419205,11.1499825928631,11.6975983132968,11.0559390509616,11.4074501098187,11.2198749767877,11.1108353166589
"ENSMUSG00000004568",10.0857654147799,10.0950778079717,10.2566227048601,10.2970161209628,10.0289840264344,10.2757414058206,10.1982739837088,10.4121129038815,10.1478477208698,10.1139161177723,10.2046124376079,10.1798528928271,10.4155727516326,10.4935050032207,10.3268438019908,10.1341675605209,10.381278692264,10.2564416570201,10.1702430698468,10.3788564531163,10.2028893921098,10.3023863185927
"ENSMUSG00000005125",7.05224089710276,7.5101137499829,6.66096150147424,6.49209070513585,7.06549327608803,7.25670016921551,7.23585111305265,6.65040872457315,7.27093962420418,8.28382171549538,7.28881682195546,7.48076938582498,7.18217354411405,6.72729338330946,8.14942598756243,7.53714122563106,7.06821585516731,7.61088504673842,7.48434215372168,6.11839865450719,7.40528682975875,6.76790838539982
"ENSMUSG00000005893",11.3202066445419,11.1573715396096,11.1650626986376,11.1268729516799,10.9615012166018,11.0447195604744,11.067710257924,11.2033484329636,11.1711512989502,10.6293892353634,10.9271231127516,10.7913137400871,10.9733451318939,10.9301235680518,10.4153136136359,10.9813205851807,11.0443329846303,10.6848012113522,11.0872565320893,10.820557279308,10.9972817853301,10.9895307028583
"ENSMUSG00000006205",7.02030566354192,7.33125537712245,6.92161779714591,6.93844568454872,7.6586761209633,7.86753489317116,7.0492491932333,7.39425338197879,7.38213522980694,9.00817167324036,7.91117140003614,7.42897778477495,7.81122338755005,7.51648455821275,8.18341512104034,7.6237095461725,7.47425727574359,6.91340892258685,7.60029218059665,7.14455119742838,7.5883500327399,7.76931921831765
"ENSMUSG00000006315",7.03102947933696,7.19016284055523,6.77534161667227,7.16413981671761,6.96757133634256,7.0528233681827,6.80569191201787,7.07446768423833,7.33867992916768,5.70668483343234,6.5025611829352,6.39476124673745,6.69494969726233,6.71502703552372,5.78530420564965,6.90319615277837,6.74059021051362,6.68230791488339,6.98932232188227,7.34642521102013,6.75079735675514,6.94881271587257
"ENSMUSG00000006442",8.48537482783425,8.50118155377018,8.55094979141556,8.56912469409078,8.19061385617008,8.03037160195062,8.17510500528317,8.64911705567395,8.34523772155234,7.22611774092287,8.04812996459265,7.82331816606749,8.27059889699138,8.38672343294285,7.6042813851124,8.00859806061427,8.37862339397944,7.48722097950189,8.1270019170691,8.55622142012379,8.18076112437512,8.23785876374812
"ENSMUSG00000006675",9.58692091058094,9.51159864317931,9.59336094337625,9.84987099745058,9.21772866958635,9.31075602912883,9.54569583722895,9.73486242655743,9.48597378225676,9.55306659978003,9.37162604110503,9.28671502891168,9.54928807741082,9.59832689212967,8.94373538749271,9.3335964062748,9.46974516879612,8.69676360754808,9.47113712870999,9.32920820055809,9.27896656337425,9.51207396602233
"ENSMUSG00000006782",8.50473846352028,8.902715017109,8.16683669975922,8.21299252615917,8.65902848271243,8.93468476995696,8.37211158484158,8.57780010899625,8.52075843617323,9.16590204470422,8.71443158928737,8.47161470983609,8.38362755857773,8.42488060733355,8.71188459509538,8.61653334325571,8.48908339933255,8.53268942005353,8.6193859141137,8.27758041886589,8.53115809453536,8.52596871083285
"ENSMUSG00000007613",7.7419813385951,7.89060345588973,7.93547302312198,7.60625348142496,8.212154239391,8.17667887898687,8.30069536691217,7.83336292741382,8.11133993290819,8.48352017379263,8.47266171477745,8.43532429621539,8.12812749790298,8.05812429170031,8.50165861757173,8.23630870433936,8.05016724958185,7.91809424089931,8.12244557015615,7.44746228357972,8.14563325114915,7.8700181398754
"ENSMUSG00000007617",12.4614216273111,12.4501985043411,12.4075637554879,12.1981394651763,12.4075473951072,12.3955905082552,12.308478304764,12.1386077566141,12.2953964814557,11.8835878885579,12.0647009045481,12.1960634082527,12.430803283336,12.2380091318153,12.1753810403426,12.5178715880844,12.3770911376609,12.3299373982355,12.2892525675067,12.4159379233879,12.210495130328,12.0147802730462
"ENSMUSG00000007646",5.34729982780798,5.40121198970944,5.17262541348962,4.98461949855146,5.30213870224837,5.66131765125699,5.43599484990655,4.99116871676912,5.40082397646129,0,5.63895613383599,4.48642280699093,5.2761576521446,5.5468682890323,5.46990113251583,4.79709950021012,5.77469298057255,5.19710260083928,5.03273623331495,4.31392384026898,5.82883411878269,5.44173949477497
"ENSMUSG00000007850",12.500768967162,12.2658090880028,12.3609244704906,12.2651844928333,12.5230041861982,12.2870026535321,12.4071061608234,12.141139967992,12.3900113745383,12.361042037555,12.4182646457139,12.4480951478165,12.5047528603498,12.4401630490022,12.5687497994769,12.5256210312902,12.4815857290499,12.6307570122244,12.5241445696078,12.6919600352994,12.5624020383715,12.3977596387476
"ENSMUSG00000008140",9.89349362493241,9.99434007219129,9.87185422200702,10.0037267238198,9.46429212675066,9.72698601034668,9.45697410700197,9.99835965958596,9.84680478464522,9.30053322341394,9.36969116411894,9.30694165765813,9.70296151699302,9.65400376944396,9.24026420957657,9.55719770995242,9.63007907268411,9.58872045024166,9.67624122690597,10.2279682182735,9.40526859022261,9.64917988428044
"ENSMUSG00000008682",9.27586801450713,8.961789625577,9.04625527319938,8.94125478114633,8.79370940380327,8.58465542283448,8.75076689236439,8.71405353359325,8.89786438172662,7.67419156515664,8.56686897887355,8.36540577787463,8.77332121742899,8.77727698822291,8.04976191594897,8.79190361938232,8.92793990755345,8.09796458308486,8.82965430190389,9.21060464100454,8.81924794078052,8.78597340583933
"ENSMUSG00000008855",10.280332669937,10.4200372540432,10.3873793133558,10.6476885612468,10.1977436799523,10.3598419190203,10.2492932502553,10.6111347584,10.1769266690971,10.3695434456065,10.3983254236101,10.254652802426,10.3803841584936,10.445125091926,10.5787502309897,10.5681136505612,10.5474274933495,10.7490294209143,10.3140405956263,10.9311108424202,10.4705944260797,10.5002503053776
"ENSMUSG00000008976",9.74508247152278,9.4816350425138,9.55063229133332,9.58591195092048,9.62749185741244,9.57399876696227,9.6437782630897,9.35133637859933,9.52041463206031,8.98012145283962,9.51856853104392,9.72928193756819,9.72292917115673,9.71532969847726,9.5369523094649,9.66659264283974,9.84449065391246,9.61193350670645,9.59799123401017,9.6903965741657,9.65587257703988,9.60040740152007
"ENSMUSG00000009293",8.56869610134712,8.30981589469777,8.04442611342528,8.20334271331801,8.02401502083661,8.01316009246299,7.69962759546732,8.23422313228372,8.28546119252151,8.05197082228748,7.57739030885626,7.58856092419998,7.91901186446883,7.87178803574112,7.24096172772814,7.73808505309184,7.70180118554021,7.05564052043962,8.21950433159876,7.00565909316071,7.75744185875772,7.78527625818373
"ENSMUSG00000009406",9.31368758472551,9.5336698870684,9.6165634153524,9.63519216360028,9.5063103928098,9.64555509782821,9.58272496142549,9.49902981904654,9.33934794126974,9.71783242369078,9.5581853258001,9.50752951402908,9.41867057050274,9.63622471543341,9.70080629960426,9.47614143235836,9.64138016183645,9.74986746740984,9.48717447696357,9.86493022767737,9.63973293187677,9.48790053749508
"ENSMUSG00000010205",8.97632463512582,8.93255466916156,9.08447771124498,9.13896673421659,9.06036457013111,9.17418374175179,9.08422868845467,9.24234653629541,8.93966943214386,9.31931343700874,9.14378558582248,9.33535361572937,9.12554688585353,9.17665980178378,9.17080120720314,8.90280921216528,9.14594720661092,8.69054670512167,8.99331242667551,9.39898623588401,9.1658037532836,9.15177890984705
"ENSMUSG00000010721",9.23934401654486,9.29035891726122,9.20775141835935,8.99817196710371,9.24149204377772,9.16641988999501,9.35741746569731,9.07114633368628,9.27163974239416,9.16174567891476,9.37162604110503,9.20284754258443,9.07724350589691,9.10561225595779,8.79337898865822,9.26791296116739,9.0851747298943,8.40940658626044,9.25087379128019,9.64005370371842,9.24143109152907,9.03984240971247
"ENSMUSG00000011254",7.22095759002252,7.06103399494482,6.90160751612436,6.98424535054894,6.68902804104323,7.03587920421698,6.94604031302361,6.43250958094037,6.97234911281923,7.83943355333668,6.41520988962102,7.13781516504631,6.37985636693415,6.78710785039844,6.49742811028572,6.41335394308389,6.45057862754143,7.22005018193366,6.8855869112403,7.03192716408079,6.45535017317899,6.7021887333334
"ENSMUSG00000011257",8.38863038256906,8.28689728527453,8.61686673373449,8.6244055664412,8.48856917695847,8.46316772585141,8.73537286343068,8.55772220748277,8.3670304447298,9.04474324936862,8.71443158928737,8.94338239210235,8.63263317235867,8.55788746717226,9.13303564117768,8.44089934968537,8.83748661062008,9.42611487074275,8.55659761485658,10.1491644211866,8.56573806231614,8.76198286164124
"ENSMUSG00000011306",9.13882256178952,9.17339248215667,9.06661675648484,9.38288795968786,9.08392361811163,8.96632953555726,9.12909455954378,9.20195229129961,9.11732666488205,9.66301494642743,9.10476827336436,9.34935248693746,9.2682611472799,9.07234239248257,9.34908380253232,9.1044262474756,8.92100145640736,9.87849419738728,9.15374179066034,9.86127249495229,8.89674703138665,9.03651304206871
"ENSMUSG00000011751",12.5070237489821,12.3376139987402,12.4986320389366,12.8436575477891,12.8573260744128,12.703868848229,12.5683735696137,12.7498807288635,12.5394352617157,13.5428999205747,12.7703376569755,12.7919849261504,12.7378827070337,12.5378482695989,12.8868318759627,12.7241954757489,12.6892992622928,13.1176835707684,12.5515188397027,12.9496285090536,12.7933310408503,12.8564989459975
"ENSMUSG00000015002",9.05986025892351,9.65049440418862,8.9928759994277,8.98415179838518,9.46653439060722,9.14682547696695,9.37986746756099,9.30792218785637,9.77526546727859,9.40268643222101,9.26948131541049,9.43848711302489,9.53429954728431,9.03088382092318,10.1964301244929,10.182501763381,9.35086751320623,9.78821883965438,9.56646960174256,9.06873839881305,9.57141623954267,9.21499591674571
"ENSMUSG00000015090",7.72886777570172,7.67805859265104,6.83985548813485,7.16413981671761,7.9870066020078,7.38266358969562,7.35143360958962,6.37247378250706,7.55030551411602,9.31931343700874,7.72393333731921,7.55028933833284,8.22931503251644,7.62535992967487,8.53363234412929,8.26352634601906,7.61274645400157,8.0008162509378,8.31444338296007,7.30394215635897,7.93840288568336,7.24262981013546
"ENSMUSG00000015468",5.3125616118407,5.35788431228397,5.0324398898621,4.89154334706484,5.08582769858558,5.57010744800541,5.2749694169349,4.86613204235124,4.97836946302927,3.98840692984745,5.44677493143468,5.71833623281119,5.59784724408405,5.60119838997491,5.88781464972267,5.46185947139094,5.0753280278119,5.39359771291175,5.248818771479,5.03895274519306,5.31790302383378,5.40089525635115
"ENSMUSG00000015766",8.20194838523804,8.25772734408164,7.98385804772353,7.87900546338085,8.21748945579604,8.42463277916496,8.14046132354493,8.23843370929858,8.02715829858163,8.49016532929872,8.30864065852366,8.33195614581227,7.97002923322227,8.07741744152971,8.75772632068453,8.55911145145402,8.20670652922761,8.56703103583403,8.45516305598357,7.31468077567858,8.03480628331287,8.27223424727308
"ENSMUSG00000015944",10.1498939356635,10.3332160814674,10.1171680440988,10.3394838979808,9.7448315621569,10.0154629575253,9.95250500892492,10.1668858460927,10.1320252086353,10.0856741533818,9.75037874111692,9.8930573523484,10.3106250364178,10.3201101526579,10.328363646476,10.3953483821705,10.4813600251212,10.1173717058991,10.2254618367748,10.0658061801027,10.0389027765817,10.2357224869935
"ENSMUSG00000015970",5.34729982780798,5.63695838919233,5.5521820619007,5.23246825205766,5.7180783218311,5.90473705863364,5.58083854885636,5.46357668090482,4.73194311986636,7.36274499951016,6.57151942140353,5.97101330942663,5.31175247826087,5.89014855716777,6.33757032014137,5.96025577332218,6.24370033324601,5.61982992136157,5.75196413927782,5.18656082767183,6.24385348579597,6.40453149589766
"ENSMUSG00000015971",9.23006668761783,9.20123864069956,9.16011956822876,9.20573447955843,8.97788671805971,8.91628544100069,9.16113150343066,9.14477669110939,9.21668914933877,9.05822206272537,9.00359090925854,9.0293691392674,9.11551128346433,9.21418526690756,9.20760334649983,9.11691622464943,8.9933453170292,9.23002346111705,9.26127337106179,8.64824248978412,9.09916689955966,9.16098128448993
"ENSMUSG00000016262",10.0598177210053,9.89174425244839,9.79664857896949,9.86983386476304,9.51500252922743,9.42253193642467,9.57625908942104,9.72888936761593,9.51065799938624,9.50793893162656,9.39844532890783,9.59942212992278,9.63257496112377,9.63296848792331,9.05807148353463,9.34213252364105,9.57809920521813,9.61521937682381,9.76661477492589,9.9151879810643,9.37525614896153,9.57079272215957
"ENSMUSG00000016409",8.55390033219186,8.50615123136587,8.57009251902898,8.54258367867659,8.71290826683787,8.64735522072514,8.51418896317421,8.59432085143718,8.41314815155846,9.06268716060296,8.48343816231294,8.87535268298576,8.76049811995605,8.55100296743385,8.97123567979701,8.76358648496644,8.679269756857,9.59205955622069,8.66396283606931,9.48468985654575,8.55430325383016,8.33320439646082
"ENSMUSG00000016559",10.4306457742712,10.2644896771543,10.3154692212345,10.2879139933026,9.97959880036609,9.99588284493131,9.92223315484679,10.2369523883898,10.1645359618774,10.488813031544,9.75779524913144,9.84050454228292,10.1053634370967,9.87957905732801,9.60373918197866,9.86474011120095,9.80357916633293,9.52725601934749,10.0349600883488,10.1446576247168,9.78866652951723,9.966818485767
"ENSMUSG00000017009",6.14433326541351,6.04472957351141,5.49990259663824,5.44391507459617,6.38203975903724,6.71243785297085,5.31694182067934,5.57431767292159,6.36932311806911,8.17254876719938,6.58492418216506,6.10905980085199,5.81184044472367,5.72869460158858,5.74944892243628,6.44539923121836,5.98446861776328,6.73158468462383,6.37470163904408,0,6.18575276672951,5.82805903933675
"ENSMUSG00000017144",7.57615643684703,7.52976932508929,7.64180274536014,7.53879439353667,7.48375151259328,7.66203408258774,7.43003394056051,7.23479729299519,7.56922950578466,8.64706279346124,7.59737012376261,7.69763687318449,7.95884692885908,7.26206827669145,8.44674210384786,8.19449455060831,8.06702707682286,8.42446927823732,7.67686789682231,8.05870293466251,7.73735787979847,7.77731979989714
"ENSMUSG00000017664",8.18284161815944,8.12187290882891,8.10255349734257,8.1887458819749,8.10684584300895,8.08080738217778,8.19211979504808,8.17833708267107,8.11133993290819,7.77558950455872,8.08633330204125,7.88612432108271,8.02467645730544,8.12455085291029,7.74748675562144,7.81368733200402,7.90768786149984,7.54349521518639,7.9684810564744,8.12120842389996,8.05658299020628,7.98502090661895
"ENSMUSG00000017858",8.55390033219186,8.72655796951957,8.58271466711786,8.63879626155886,8.678503069674,8.68044030960133,8.55422007777021,8.65542894860449,8.72018758864955,9.10659415119217,8.71747765205174,8.70290702032502,8.57520962002251,8.62498374736295,8.36023705682556,8.2545107323518,8.53827614110655,8.21520374991947,8.48741264903427,8.35764780181319,8.66476671649841,8.66182045383038
"ENSMUSG00000018166",6.44624055179738,6.20000832554363,6.28196540864238,6.30624828279972,6.1337920413415,6.17617743931338,6.54817419679754,6.08513220645499,5.95530341639342,7.66247229279118,7.04874124959042,6.5771268446259,6.4771173814784,6.73945631654388,7.25381562598408,6.67896563068768,6.8711183135464,7.76083184995785,6.3899467109671,6.34482343925332,7.00713087839056,6.40453149589766
"ENSMUSG00000018209",9.73035315837548,9.80164441872325,9.70725424162438,9.94847746376819,9.63548564293092,9.77372588909133,9.49403514507106,9.7258935388335,9.95028043294574,10.0790775086892,9.59011111576806,9.67473481867931,9.95026283673054,9.71378936917987,10.0875595487162,9.81654764835564,9.88308433391158,10.4638573003163,9.91626028779742,10.2713356903832,9.7788744758802,9.91155137068704
